date,artist_name,lastfm_name,lastfm_url,listeners,playcount,tags,bio_summary,top_track_1,top_track_1_playcount,top_track_2,top_track_2_playcount,top_track_3,top_track_3_playcount,top_album_1,top_album_1_playcount,found_on_lastfm
2026-04-18,Marquinho no Beat,Marquinho no Beat,https://www.last.fm/music/Marquinho+no+Beat,23080,176945,," <a href=""https://www.last.fm/music/Marquinho+no+Beat"">Read more on Last.fm</a>",Intenção,47953,Imaginar,45031,Deu Match,6003,Intenção,133024,True
2026-04-18,DJ GORDINHO DA VF,DJ Gordinho da VF,https://www.last.fm/music/DJ+Gordinho+da+VF,16025,69621,brazil|brazilian," <a href=""https://www.last.fm/music/DJ+Gordinho+da+VF"">Read more on Last.fm</a>",Ciclonado,12158,Ta Com Sono,9801,Vo Chega Chegando,10652,Ciclonado,12620,True
2026-04-18,Bvga Beatz,Bvga Beatz,https://www.last.fm/music/Bvga+Beatz,12,40,," <a href=""https://www.last.fm/music/Bvga+Beatz"">Read more on Last.fm</a>",Paladar Infantil (part. Toledo),18,Mandona (Se eu te dissesse) (feat. Toledo),8,Perdoa Por Tudo Vida,4,Paladar Infantil,19,True
2026-04-18,Mc Rodrigo do CN,Mc Rodrigo do CN,https://www.last.fm/music/Mc+Rodrigo+do+CN,241154,3790659,brazil|funk|funk bh," <a href=""https://www.last.fm/music/Mc+Rodrigo+do+CN"">Read more on Last.fm</a>",Amantes da Foda,2101710,Macetada nas do Job,661290,Vou Te Macetar,407836,Amantes da Foda,2160138,True
2026-04-18,Mc Jhey,Mc Jhey,https://www.last.fm/music/Mc+Jhey,112748,607339,funk|brazil|baile funk|brasil|Brasil Brazil," <a href=""https://www.last.fm/music/Mc+Jhey"">Read more on Last.fm</a>",Predador de Perereca,300238,Vou Te Catucar,72964,Pepeka Nervosa,31405,Predador de Perereca,296995,True
2026-04-18,DJ DAVI DOGDOG,DJ DAVI DOGDOG,https://www.last.fm/music/DJ+DAVI+DOGDOG,3625,14792,," <a href=""https://www.last.fm/music/DJ+DAVI+DOGDOG"">Read more on Last.fm</a>",Tu Vai Lembrar,3745,"Carro Cheio de Praguinha (feat. Mc Lele JP, MC Marks, Mc DR, MC Rah & Chefin)",5096,Fake Seu I Love You (feat. J. Eskine),4389,Tu Vai Lembrar,3915,True
2026-04-18,Boladin 211,Boladin 211,https://www.last.fm/music/Boladin+211,133892,1679754,brazil|funk," <a href=""https://www.last.fm/music/Boladin+211"">Read more on Last.fm</a>",Penélope Charmosa 2,726141,CHAPA MÁXIMA,271791,"Chapa Máxima - feat. CAO$, Dj Lv Mdp",81477,Penélope Charmosa 2,737326,True
2026-04-18,Vinicius Cruz,Vinicius Cruz,https://www.last.fm/music/Vinicius+Cruz,146,888,," <a href=""https://www.last.fm/music/Vinicius+Cruz"">Read more on Last.fm</a>",Irresistível Amor,604,Rendido a Ti,264,PRAIA NOVA,3,Irresistível Amor,607,True
2026-04-18,Dj Andrabeat,Dj Andrabeat,https://www.last.fm/music/Dj+Andrabeat,898,2854,," <a href=""https://www.last.fm/music/Dj+Andrabeat"">Read more on Last.fm</a>",SÓ NOTA PRO AR,1294,Na Chuva e No Sol,714,Toda Semana,421,SÓ NOTA PRO AR,1310,True
2026-04-18,DJ Kaioken,DJ Kaioken,https://www.last.fm/music/DJ+Kaioken,72,155,," <a href=""https://www.last.fm/music/DJ+Kaioken"">Read more on Last.fm</a>",MTG Sabor Energético,39,Vou Mostrar o Meu Talento,18,Senta Com Força no Urso Polar,46,MTG Sabor Energético,39,True
2026-04-18,Torelli,Giuseppe Torelli,https://www.last.fm/music/Giuseppe+Torelli,64525,402039,baroque|Classical|italian|composer|trumpet,"Giuseppe Torelli (1658–1709) was an Italian violist and violinist, pedagogue, and composer, who ranks with Arcangelo Corelli among the developers of the Baroque concerto and concerto grosso.

Torelli was born on 22nd April  1658 in Verona. It is not known with whom he studied violin, though it has been speculated that he was a pupil of Giacomo Antonio Perti in Bologna. On 27th June 1684, at the age of twenty-six, he became a member of the Accademia Filarmonica as suonatore di violino. <a href=""h",I. Grave - Vivace,44843,I. Andante,31686,Allegro,32662,Perfect Winter Wedding,17558,True
2026-04-18,Dj Felipe Maia,DJ Felipe Maia,https://www.last.fm/music/DJ+Felipe+Maia,2,37,," <a href=""https://www.last.fm/music/DJ+Felipe+Maia"">Read more on Last.fm</a>",THE BOX MEDLEY FUNK 5,10,THE BOX MEDLEY FUNK 4,8,A true soldier is never killed (Ah-Youh-Ino-Psin),7,,0,True
2026-04-18,Gubeatz,GuBeatz,https://www.last.fm/music/GuBeatz,124,305,," <a href=""https://www.last.fm/music/GuBeatz"">Read more on Last.fm</a>",Jardim Europa,92,"Sítio do Gordinho (feat. MC Jvila, MC Rn do Capão, GvsnoBeat)",65,#Arab TRAP (2014),50,Jardim Europa,95,True
2026-04-18,Mc Jacaré,Mc Jacaré,https://www.last.fm/music/Mc+Jacare%CC%81,283573,4845908,funk|brasil|brazilian funk|Goiano|eletrofunk goiano,"MC Jacaré, nome artístico de Pedro Henrique Mendes Mesquita (Goiânia, 2003), é um cantor, compositor, produtor musical e arranjador brasileiro de funk. MC Jacaré nasceu em Goiânia e morou no bairro Urias Magalhães, na região norte da cidade. Segundo ele, o interesse pela música se iniciou ainda na infância, aprendendo a tocar violão e outros instrumentos. Mais tarde, começou a compor utilizando um computador antigo com beats de rap. O músico começou a publicar suas primeiras composições na inter",Toma Tapa,897742,Vento Forte,793196,Comprei um Lança,362541,Toma Tapa,897937,True
